Timestamp,Area,Crime_Type,Latitude,Longitude,Weather_Condition,Festival_Day,Payday
2023-10-15 08:10:00,Eral,Drug Offense,8.910336,78.085537,Clear,0,0
2023-12-09 04:34:00,Srivaikuntam,Theft,8.873843,78.110505,Stormy,0,0
2022-02-10 11:13:00,Thoothukudi South,Drug Offense,8.933387,78.070736,Stormy,0,0
2022-08-31 05:51:00,Thoothukudi South,Burglary,8.976283,78.004957,Rainy,0,0
2023-11-17 23:51:00,Palayamkottai,Assault,8.83184,78.140256,Stormy,0,0
2022-08-16 06:52:00,Palayamkottai,Robbery,8.861038,78.159069,Cloudy,0,0
2023-02-13 10:17:00,Thoothukudi North,Burglary,8.993378,78.055825,Stormy,0,0
2022-12-06 00:07:00,Thoothukudi South,Murder,8.916118,78.19671,Clear,0,0
2022-11-18 13:38:00,Thoothukudi North,Vandalism,8.877039,78.115318,Rainy,1,0
2023-01-08 13:04:00,Palayamkottai,Drug Offense,8.924631,78.132677,Clear,0,0
2022-11-13 21:26:00,Eral,Murder,8.939442,78.110882,Cloudy,0,0
2023-11-25 23:57:00,Kayalpattinam,Assault,8.913821,78.081215,Clear,0,0
2023-08-17 19:41:00,Eral,Murder,8.888357,78.135125,Stormy,0,0
2022-06-23 21:05:00,Kayalpattinam,Murder,8.932771,78.123852,Clear,0,0
2023-11-20 09:14:00,Thoothukudi South,Burglary,8.829471,78.009243,Stormy,0,0
2023-04-12 13:56:00,Kayalpattinam,Drug Offense,8.838887,78.139271,Stormy,0,0
2022-04-20 13:14:00,Srivaikuntam,Assault,8.991593,78.103592,Clear,0,0
2022-05-05 14:08:00,Eral,Burglary,8.933516,78.197578,Rainy,0,0
2023-09-20 23:57:00,Eral,Vandalism,8.966114,78.109574,Cloudy,0,0
2022-09-23 07:53:00,Palayamkottai,Drug Offense,8.953163,78.10426,Cloudy,0,1
2022-08-29 08:21:00,Kayalpattinam,Murder,8.816116,78.030166,Stormy,0,0
2022-03-07 13:26:00,Kayalpattinam,Murder,8.893185,78.012453,Stormy,0,0
2023-12-14 00:54:00,Kayalpattinam,Burglary,8.876076,78.001179,Rainy,0,0
2023-03-06 17:47:00,Kayalpattinam,Drug Offense,8.959974,78.179562,Stormy,0,0
2022-01-30 12:21:00,Ottapidaram,Drug Offense,8.959628,78.144836,Stormy,0,0
2023-07-01 00:58:00,Kayalpattinam,Robbery,8.912878,78.00542,Stormy,0,0
2022-02-21 08:24:00,Thoothukudi South,Murder,8.89094,78.0675,Stormy,0,0
2023-03-08 08:53:00,Eral,Theft,8.803877,78.107884,Rainy,0,0
2022-02-01 07:12:00,Thoothukudi North,Burglary,8.924267,78.047709,Stormy,0,0
2022-08-12 14:44:00,Srivaikuntam,Murder,8.873779,78.121179,Clear,0,0
2022-11-15 03:37:00,Palayamkottai,Theft,8.915159,78.181605,Stormy,0,0
2022-03-19 18:44:00,Ottapidaram,Burglary,8.84857,78.139439,Rainy,0,0
2022-05-04 18:50:00,Palayamkottai,Theft,8.906549,78.132304,Clear,0,0
2023-03-07 15:06:00,Palayamkottai,Robbery,8.927117,78.165741,Cloudy,0,0
2023-10-29 08:39:00,Kayalpattinam,Burglary,8.954928,78.092975,Rainy,0,0
2022-03-30 08:56:00,Thoothukudi South,Robbery,8.950095,78.11397,Stormy,0,0
2022-11-29 05:31:00,Palayamkottai,Assault,8.959566,78.068068,Rainy,0,0
2022-07-15 02:15:00,Eral,Drug Offense,8.897716,78.151633,Stormy,0,0
2022-01-18 02:18:00,Eral,Assault,8.938357,78.061241,Rainy,0,0
2023-03-12 23:35:00,Palayamkottai,Murder,8.940571,78.054183,Rainy,0,0
2022-11-20 03:47:00,Srivaikuntam,Vandalism,8.938033,78.038308,Stormy,0,0
2023-06-22 19:18:00,Srivaikuntam,Theft,8.838824,78.045497,Cloudy,0,0
2022-05-10 08:02:00,Kayalpattinam,Theft,8.858427,78.188818,Stormy,0,1
2023-04-26 15:28:00,Thoothukudi South,Murder,8.9931,78.050496,Stormy,0,1
2022-03-17 18:40:00,Thoothukudi North,Drug Offense,8.830345,78.162228,Rainy,0,1
2023-09-13 19:50:00,Thoothukudi South,Vandalism,8.955139,78.076076,Stormy,0,0
2023-03-16 09:36:00,Thoothukudi North,Vandalism,8.921926,78.148018,Cloudy,0,0
2022-03-25 05:15:00,Kayalpattinam,Assault,8.815013,78.000535,Stormy,0,0
2022-02-03 07:18:00,Palayamkottai,Drug Offense,8.940598,78.090806,Cloudy,0,0
2023-10-03 18:42:00,Thoothukudi South,Burglary,8.885028,78.108912,Cloudy,0,0
2022-03-15 01:10:00,Palayamkottai,Burglary,8.919009,78.164848,Rainy,0,0
2022-11-08 22:25:00,Kayalpattinam,Murder,8.907996,78.087552,Clear,0,0
2023-09-11 08:01:00,Thoothukudi South,Theft,8.992382,78.167192,Clear,0,0
2022-10-03 18:02:00,Srivaikuntam,Burglary,8.835038,78.103793,Stormy,0,0
2023-08-23 13:40:00,Eral,Burglary,8.993811,78.094002,Stormy,0,0
2022-06-14 10:26:00,Eral,Drug Offense,8.857644,78.189039,Clear,0,0
2022-11-28 03:49:00,Srivaikuntam,Robbery,8.902919,78.197624,Stormy,0,0
2023-01-06 19:48:00,Ottapidaram,Robbery,8.888408,78.010322,Rainy,0,0
2023-03-25 22:31:00,Thoothukudi North,Theft,8.994629,78.121774,Cloudy,0,0
2022-01-15 17:26:00,Thoothukudi South,Theft,8.998451,78.182586,Stormy,0,0
2022-06-07 15:59:00,Palayamkottai,Drug Offense,8.901774,78.054685,Stormy,0,0
2023-07-19 04:24:00,Kayalpattinam,Assault,8.901648,78.175865,Clear,0,0
2023-03-01 10:59:00,Kayalpattinam,Burglary,8.853435,78.000513,Rainy,0,0
2023-11-07 15:55:00,Eral,Assault,8.907716,78.069025,Stormy,0,0
2022-07-13 22:15:00,Eral,Vandalism,8.846712,78.155109,Clear,0,0
2023-01-26 12:42:00,Srivaikuntam,Burglary,8.930404,78.030421,Clear,0,0
2022-12-06 03:55:00,Eral,Burglary,8.819942,78.182088,Clear,0,0
2023-11-02 04:04:00,Srivaikuntam,Robbery,8.993841,78.067712,Stormy,0,0
2023-11-22 17:24:00,Ottapidaram,Murder,8.943743,78.15188,Clear,0,0
2023-12-02 09:14:00,Thoothukudi North,Drug Offense,8.886794,78.019689,Clear,0,0
2022-01-30 01:20:00,Thoothukudi North,Burglary,8.858674,78.074968,Cloudy,0,0
2023-11-30 05:10:00,Thoothukudi North,Assault,8.921898,78.076509,Cloudy,0,0
2022-08-26 14:40:00,Eral,Murder,8.851065,78.001879,Stormy,0,0
2022-06-11 02:28:00,Kayalpattinam,Murder,8.859831,78.192406,Rainy,0,0
2023-01-29 15:06:00,Eral,Assault,8.914385,78.114962,Rainy,1,0
2023-08-03 21:49:00,Thoothukudi North,Drug Offense,8.982123,78.149034,Rainy,0,0
2022-12-27 07:40:00,Kayalpattinam,Assault,8.850125,78.151115,Cloudy,0,0
2023-10-24 01:19:00,Eral,Burglary,8.806673,78.072972,Cloudy,1,0
2023-03-02 05:12:00,Srivaikuntam,Assault,8.907882,78.194298,Rainy,0,0
2023-05-09 09:47:00,Palayamkottai,Burglary,8.960847,78.093666,Clear,0,0
2023-11-24 23:43:00,Srivaikuntam,Robbery,8.960918,78.073155,Stormy,0,0
2023-11-20 23:43:00,Kayalpattinam,Murder,8.876205,78.12771,Rainy,0,0
2022-01-26 19:56:00,Palayamkottai,Vandalism,8.983051,78.044273,Clear,0,0
2023-12-19 09:41:00,Thoothukudi North,Robbery,8.827955,78.189252,Rainy,0,0
2023-07-05 04:24:00,Palayamkottai,Robbery,8.934097,78.148628,Stormy,0,0
2023-03-01 20:06:00,Eral,Burglary,8.92313,78.187811,Rainy,1,0
2023-04-01 07:54:00,Thoothukudi North,Murder,8.996186,78.073467,Rainy,1,0
2022-05-06 14:05:00,Thoothukudi South,Drug Offense,8.928341,78.119429,Clear,1,0
2022-05-09 18:13:00,Srivaikuntam,Theft,8.953031,78.041431,Cloudy,0,0
2022-06-01 19:00:00,Srivaikuntam,Murder,8.996806,78.197505,Rainy,0,0
2022-05-15 00:22:00,Srivaikuntam,Burglary,8.847586,78.064754,Cloudy,0,1
2023-06-23 03:47:00,Eral,Theft,8.889655,78.072408,Clear,0,0
2023-09-22 01:46:00,Srivaikuntam,Burglary,8.931781,78.060326,Clear,1,0
2023-03-13 21:06:00,Ottapidaram,Robbery,8.98194,78.014698,Clear,0,0
2022-10-09 19:40:00,Kayalpattinam,Vandalism,8.942431,78.076181,Rainy,0,0
2022-04-12 22:07:00,Ottapidaram,Burglary,8.930183,78.153793,Cloudy,0,0
2023-02-28 10:52:00,Eral,Robbery,8.883198,78.019017,Stormy,0,0
2022-06-06 21:59:00,Thoothukudi North,Robbery,8.818245,78.017073,Stormy,1,0
2023-07-24 01:37:00,Kayalpattinam,Vandalism,8.865929,78.024446,Rainy,0,0
2023-03-10 23:03:00,Kayalpattinam,Murder,8.86249,78.02072,Cloudy,0,0
2022-04-21 11:54:00,Palayamkottai,Vandalism,8.822977,78.055714,Cloudy,0,0
2023-09-29 19:43:00,Kayalpattinam,Drug Offense,8.805251,78.185817,Rainy,1,0
2022-11-13 10:22:00,Thoothukudi South,Theft,8.973973,78.113264,Stormy,0,0
2023-01-21 13:29:00,Thoothukudi South,Murder,8.874011,78.144319,Clear,0,0
2023-09-25 01:43:00,Palayamkottai,Theft,8.888623,78.084803,Stormy,0,0
2023-06-09 03:22:00,Thoothukudi North,Robbery,8.856649,78.135697,Stormy,0,0
2022-08-14 12:38:00,Thoothukudi North,Theft,8.840885,78.189065,Cloudy,0,0
2022-05-03 00:31:00,Eral,Drug Offense,8.835139,78.076041,Cloudy,0,0
2022-12-29 02:25:00,Ottapidaram,Burglary,8.80846,78.003748,Clear,0,0
2023-08-11 12:45:00,Eral,Drug Offense,8.857903,78.081006,Rainy,0,0
2023-04-17 22:58:00,Thoothukudi North,Murder,8.887342,78.021173,Stormy,0,0
2023-02-10 09:47:00,Thoothukudi South,Murder,8.866614,78.033627,Clear,0,0
2022-12-24 11:46:00,Ottapidaram,Burglary,8.963007,78.047254,Cloudy,0,0
2022-06-06 20:04:00,Srivaikuntam,Assault,8.92559,78.092791,Stormy,0,0
2023-10-21 20:39:00,Srivaikuntam,Murder,8.994195,78.063228,Stormy,1,0
2022-10-09 18:03:00,Kayalpattinam,Murder,8.814838,78.092348,Clear,1,0
2023-09-22 19:32:00,Eral,Robbery,8.916066,78.190846,Clear,0,0
2023-10-30 06:20:00,Eral,Vandalism,8.900273,78.191544,Stormy,0,0
2022-12-18 22:05:00,Ottapidaram,Vandalism,8.834512,78.049549,Stormy,0,0
2023-09-17 05:23:00,Palayamkottai,Murder,8.877483,78.154893,Clear,0,0
2022-03-09 10:06:00,Ottapidaram,Vandalism,8.877313,78.050399,Cloudy,0,0
2022-05-25 11:19:00,Ottapidaram,Drug Offense,8.932427,78.02579,Clear,0,0
2022-12-03 04:42:00,Srivaikuntam,Drug Offense,8.989422,78.199433,Clear,0,0
2023-01-06 00:23:00,Thoothukudi South,Murder,8.990234,78.068346,Stormy,0,0
2022-06-08 02:18:00,Srivaikuntam,Burglary,8.820228,78.154175,Clear,0,0
2023-09-25 04:38:00,Thoothukudi South,Robbery,8.832449,78.166269,Cloudy,0,1
2023-11-24 23:15:00,Kayalpattinam,Robbery,8.856986,78.149707,Stormy,0,0
2023-04-26 06:23:00,Kayalpattinam,Drug Offense,8.996888,78.092336,Rainy,0,0
2023-03-05 05:52:00,Srivaikuntam,Assault,8.920933,78.1746,Clear,0,0
2023-07-22 03:45:00,Kayalpattinam,Burglary,8.970233,78.057013,Cloudy,0,0
2022-05-31 13:05:00,Srivaikuntam,Assault,8.890226,78.069917,Clear,0,0
2023-01-18 07:24:00,Palayamkottai,Theft,8.844908,78.063737,Clear,0,0
2022-05-30 04:02:00,Srivaikuntam,Murder,8.894491,78.166222,Stormy,0,0
2022-01-20 08:13:00,Thoothukudi South,Burglary,8.909761,78.145447,Stormy,0,0
2022-11-05 03:03:00,Eral,Assault,8.92779,78.124562,Clear,0,0
2023-09-04 17:01:00,Kayalpattinam,Drug Offense,8.915009,78.143709,Rainy,0,0
2022-09-04 18:26:00,Ottapidaram,Assault,8.933643,78.104697,Rainy,0,0
2023-04-27 01:40:00,Palayamkottai,Robbery,8.85073,78.003248,Clear,0,0
2023-10-06 03:49:00,Ottapidaram,Vandalism,8.951336,78.026682,Rainy,0,0
2022-06-29 21:29:00,Eral,Drug Offense,8.926347,78.1623,Clear,0,0
2022-02-07 09:12:00,Srivaikuntam,Theft,8.839894,78.008381,Rainy,0,0
2023-07-11 15:16:00,Srivaikuntam,Theft,8.92938,78.057222,Clear,0,0
2022-05-08 11:27:00,Ottapidaram,Robbery,8.887947,78.191296,Rainy,0,0
2023-05-25 11:59:00,Kayalpattinam,Burglary,8.853344,78.016522,Stormy,0,0
2022-11-25 03:05:00,Ottapidaram,Murder,8.859128,78.089183,Stormy,0,0
2023-04-03 01:46:00,Palayamkottai,Burglary,8.92297,78.086988,Clear,1,0
2023-11-27 05:01:00,Srivaikuntam,Assault,8.921515,78.156262,Clear,0,0
2023-10-23 11:23:00,Kayalpattinam,Robbery,8.806477,78.030688,Stormy,0,0
2022-03-20 18:08:00,Palayamkottai,Vandalism,8.879607,78.129912,Cloudy,0,0
2023-05-27 16:24:00,Thoothukudi North,Vandalism,8.852355,78.052058,Stormy,0,0
2023-12-12 15:12:00,Thoothukudi South,Theft,8.970565,78.090409,Stormy,0,0
2022-11-24 21:22:00,Thoothukudi North,Drug Offense,8.909999,78.058072,Rainy,0,0
2023-12-19 20:11:00,Palayamkottai,Burglary,8.901751,78.024272,Cloudy,0,0
2023-05-21 00:23:00,Kayalpattinam,Vandalism,8.873782,78.160732,Cloudy,0,1
2023-02-12 22:46:00,Kayalpattinam,Robbery,8.882159,78.081887,Clear,0,0
2022-03-17 14:29:00,Kayalpattinam,Drug Offense,8.868903,78.175592,Cloudy,0,0
2022-05-08 16:09:00,Thoothukudi South,Murder,8.832393,78.186948,Cloudy,0,0
2022-10-18 02:16:00,Ottapidaram,Assault,8.99127,78.05489,Rainy,0,0
2023-08-30 18:09:00,Ottapidaram,Assault,8.924896,78.1804,Rainy,0,0
2022-01-30 02:02:00,Srivaikuntam,Drug Offense,8.915354,78.130226,Stormy,0,1
2023-10-20 09:30:00,Srivaikuntam,Assault,8.96147,78.081219,Stormy,0,0
2023-03-02 15:29:00,Palayamkottai,Assault,8.921332,78.062516,Rainy,0,0
2023-02-13 04:48:00,Kayalpattinam,Murder,8.91233,78.063823,Stormy,0,0
2022-05-25 03:03:00,Eral,Murder,8.972833,78.083627,Cloudy,0,0
2022-11-17 06:48:00,Eral,Assault,8.999194,78.093363,Rainy,0,1
2023-06-02 14:15:00,Kayalpattinam,Assault,8.870579,78.010108,Stormy,0,0
2023-11-20 15:18:00,Thoothukudi North,Vandalism,8.969434,78.086186,Rainy,0,0
2023-01-10 01:25:00,Kayalpattinam,Theft,8.912363,78.072505,Rainy,1,0
2022-10-14 19:43:00,Thoothukudi North,Vandalism,8.825733,78.019336,Rainy,0,0
2023-01-10 04:12:00,Kayalpattinam,Vandalism,8.880277,78.008051,Clear,0,0
2023-05-01 16:29:00,Kayalpattinam,Assault,8.978626,78.027956,Rainy,0,0
2022-11-03 18:21:00,Srivaikuntam,Vandalism,8.901943,78.097969,Rainy,0,1
2023-11-21 03:26:00,Palayamkottai,Vandalism,8.959351,78.145065,Clear,0,0
2023-11-03 18:36:00,Ottapidaram,Assault,8.810271,78.09609,Stormy,0,0
2022-02-02 18:44:00,Thoothukudi South,Theft,8.803787,78.062738,Cloudy,0,0
2023-05-29 19:58:00,Srivaikuntam,Robbery,8.969675,78.14548,Cloudy,0,0
2023-11-10 15:33:00,Palayamkottai,Robbery,8.991337,78.091933,Rainy,0,0
2023-11-29 20:51:00,Palayamkottai,Drug Offense,8.922015,78.038453,Cloudy,0,0
2022-11-01 09:45:00,Ottapidaram,Assault,8.940998,78.063408,Rainy,0,0
2022-10-08 09:07:00,Ottapidaram,Vandalism,8.908638,78.179152,Stormy,0,0
2022-05-30 09:02:00,Ottapidaram,Murder,8.815806,78.184802,Rainy,0,0
2023-07-06 08:59:00,Ottapidaram,Vandalism,8.854324,78.021845,Cloudy,0,0
2023-06-28 07:40:00,Thoothukudi North,Assault,8.82004,78.066059,Stormy,0,0
2022-01-06 17:59:00,Eral,Assault,8.930579,78.176129,Stormy,0,0
2022-10-22 10:18:00,Thoothukudi North,Drug Offense,8.981587,78.017892,Cloudy,0,0
2022-02-08 05:26:00,Thoothukudi South,Burglary,8.986785,78.007268,Stormy,0,0
2022-10-24 01:00:00,Kayalpattinam,Murder,8.920557,78.185691,Rainy,0,0
2023-07-11 16:31:00,Srivaikuntam,Assault,8.900843,78.054567,Clear,0,0
2023-10-26 08:45:00,Thoothukudi North,Assault,8.947324,78.158154,Cloudy,0,0
2023-02-20 13:32:00,Thoothukudi North,Murder,8.880167,78.019077,Cloudy,0,0
2022-01-07 08:24:00,Eral,Assault,8.950751,78.190807,Rainy,0,0
2022-09-25 20:23:00,Thoothukudi South,Drug Offense,8.812425,78.023645,Rainy,0,0
2023-12-22 09:44:00,Ottapidaram,Theft,8.983226,78.059008,Cloudy,0,0
2023-04-11 23:38:00,Eral,Murder,8.940388,78.182559,Cloudy,0,0
2023-09-03 02:33:00,Kayalpattinam,Robbery,8.940753,78.015621,Clear,0,0
2022-06-03 05:20:00,Kayalpattinam,Burglary,8.888368,78.136059,Stormy,1,0
2023-04-10 04:32:00,Eral,Robbery,8.912782,78.111759,Rainy,0,0
2022-01-04 23:13:00,Thoothukudi North,Vandalism,8.809058,78.068906,Clear,0,0
2023-04-29 01:18:00,Thoothukudi South,Robbery,8.953794,78.153166,Stormy,0,0
2023-04-05 12:24:00,Ottapidaram,Theft,8.992829,78.174911,Cloudy,0,0
2022-07-02 17:25:00,Thoothukudi South,Vandalism,8.945572,78.044538,Clear,0,0
2023-04-20 21:46:00,Eral,Vandalism,8.906387,78.164672,Cloudy,0,0
2022-07-13 23:48:00,Thoothukudi North,Theft,8.961896,78.083848,Clear,0,0
2023-04-03 19:43:00,Srivaikuntam,Drug Offense,8.809735,78.148108,Stormy,0,0
2022-02-27 04:32:00,Thoothukudi South,Murder,8.963157,78.146303,Rainy,0,0
2022-11-25 07:19:00,Ottapidaram,Assault,8.90425,78.082712,Rainy,0,0
2023-03-14 17:31:00,Palayamkottai,Theft,8.988317,78.134269,Rainy,0,0
2022-11-04 12:11:00,Kayalpattinam,Burglary,8.894704,78.169868,Rainy,0,1
2022-03-01 17:26:00,Kayalpattinam,Robbery,8.905998,78.077684,Rainy,0,0
2023-04-06 11:05:00,Ottapidaram,Vandalism,8.965881,78.010307,Stormy,0,0
2022-03-16 06:51:00,Kayalpattinam,Burglary,8.944861,78.11177,Stormy,0,0
2022-11-07 00:13:00,Ottapidaram,Assault,8.823463,78.199914,Stormy,0,0
2023-12-22 06:25:00,Kayalpattinam,Assault,8.864323,78.056612,Stormy,0,0
2022-09-25 11:32:00,Eral,Robbery,8.819722,78.196264,Stormy,0,0
2022-07-28 11:20:00,Thoothukudi North,Robbery,8.912505,78.044255,Cloudy,1,0
2022-07-20 10:14:00,Kayalpattinam,Robbery,8.966673,78.09986,Rainy,0,0
2023-10-20 23:31:00,Thoothukudi South,Robbery,8.946554,78.070435,Cloudy,0,0
2023-07-10 20:03:00,Thoothukudi North,Vandalism,8.967814,78.014866,Clear,0,0
2023-10-08 07:04:00,Thoothukudi South,Drug Offense,8.801828,78.101147,Rainy,1,0
2022-01-17 00:34:00,Eral,Vandalism,8.80237,78.105884,Rainy,0,0
2023-05-30 22:43:00,Srivaikuntam,Robbery,8.987942,78.035853,Clear,0,0
2023-09-27 16:16:00,Palayamkottai,Burglary,8.853465,78.079379,Rainy,0,0
2022-09-07 22:14:00,Ottapidaram,Murder,8.965612,78.016123,Clear,1,0
2023-05-03 01:40:00,Ottapidaram,Theft,8.834277,78.099972,Stormy,0,0
2022-04-08 16:58:00,Thoothukudi South,Theft,8.842283,78.173623,Stormy,0,0
2023-12-02 08:57:00,Kayalpattinam,Vandalism,8.931622,78.035871,Rainy,0,0
2023-12-31 12:59:00,Palayamkottai,Theft,8.83249,78.048094,Stormy,0,0
2023-01-29 23:08:00,Ottapidaram,Burglary,8.944833,78.100159,Rainy,1,0
2022-03-19 10:38:00,Kayalpattinam,Burglary,8.990972,78.079341,Rainy,1,0
2023-04-07 15:14:00,Kayalpattinam,Murder,8.988229,78.08637,Stormy,1,0
2024-01-01 02:05:00,Thoothukudi South,Murder,8.876,78.156778,Cloudy,0,0
2022-04-20 02:00:00,Eral,Murder,8.871983,78.053953,Cloudy,1,0
2023-07-23 16:26:00,Thoothukudi North,Theft,8.817924,78.110844,Rainy,0,1
2023-02-02 02:46:00,Thoothukudi South,Vandalism,8.914392,78.033917,Stormy,0,0
2022-10-02 15:09:00,Thoothukudi South,Theft,8.886935,78.08422,Stormy,0,0
2022-09-10 23:40:00,Kayalpattinam,Robbery,8.923334,78.091572,Cloudy,0,0
2022-12-07 19:24:00,Srivaikuntam,Burglary,8.865908,78.066947,Cloudy,0,0
2023-12-13 06:30:00,Thoothukudi South,Murder,8.992915,78.193745,Rainy,0,0
2023-08-13 07:20:00,Palayamkottai,Robbery,8.963299,78.078587,Clear,0,0
2023-07-13 05:43:00,Kayalpattinam,Burglary,8.805383,78.145443,Cloudy,0,0
2023-12-11 02:52:00,Srivaikuntam,Burglary,8.959009,78.134596,Cloudy,0,0
2023-11-06 04:45:00,Srivaikuntam,Robbery,8.875398,78.089813,Stormy,0,0
2023-12-10 13:34:00,Srivaikuntam,Theft,8.993686,78.140327,Clear,0,0
2023-11-12 11:10:00,Kayalpattinam,Drug Offense,8.808859,78.196722,Stormy,0,0
2023-03-17 03:00:00,Palayamkottai,Theft,8.8444,78.149371,Cloudy,0,0
2023-11-27 18:44:00,Thoothukudi South,Vandalism,8.868993,78.004913,Clear,0,0
2022-03-29 03:53:00,Thoothukudi South,Drug Offense,8.869666,78.068613,Cloudy,0,0
2022-04-10 14:46:00,Eral,Drug Offense,8.863782,78.060053,Clear,1,0
2023-11-25 05:59:00,Thoothukudi South,Drug Offense,8.903199,78.110382,Rainy,0,0
2022-08-26 12:40:00,Thoothukudi South,Assault,8.928096,78.086427,Clear,0,0
2023-04-06 18:27:00,Thoothukudi North,Robbery,8.940947,78.041157,Clear,0,0
2023-07-04 05:23:00,Thoothukudi South,Murder,8.89151,78.052471,Stormy,0,0
2023-09-04 12:39:00,Kayalpattinam,Robbery,8.822846,78.070397,Stormy,0,0
2023-12-24 09:58:00,Kayalpattinam,Vandalism,8.81695,78.02679,Clear,0,1
2023-12-12 04:32:00,Eral,Robbery,8.919285,78.114961,Stormy,0,0
2023-12-12 20:59:00,Kayalpattinam,Assault,8.833373,78.057767,Cloudy,0,0
2022-02-24 11:00:00,Thoothukudi South,Robbery,8.839026,78.076789,Stormy,0,0
2023-12-29 14:31:00,Thoothukudi North,Assault,8.91308,78.159176,Cloudy,0,0
2023-07-05 09:10:00,Eral,Burglary,8.91313,78.15451,Stormy,0,0
2022-10-02 17:52:00,Kayalpattinam,Murder,8.964522,78.008322,Stormy,0,0
2022-04-15 23:53:00,Srivaikuntam,Drug Offense,8.849506,78.174962,Clear,0,0
2022-03-31 14:55:00,Srivaikuntam,Theft,8.962378,78.041976,Rainy,0,0
2023-03-15 05:39:00,Srivaikuntam,Assault,8.841324,78.041389,Clear,0,0
2023-09-04 17:10:00,Ottapidaram,Murder,8.858527,78.114547,Clear,0,0
2023-02-26 01:17:00,Ottapidaram,Burglary,8.825378,78.173216,Cloudy,0,0
2022-09-11 21:25:00,Thoothukudi South,Robbery,8.915485,78.053743,Stormy,0,0
2023-02-17 16:47:00,Ottapidaram,Murder,8.987267,78.073814,Stormy,0,0
2023-04-15 20:42:00,Palayamkottai,Drug Offense,8.970021,78.159136,Stormy,0,0
2022-08-05 15:17:00,Srivaikuntam,Murder,8.856719,78.109462,Cloudy,0,0
2022-12-18 21:48:00,Thoothukudi North,Theft,8.819915,78.156778,Stormy,0,0
2022-01-01 13:12:00,Thoothukudi South,Drug Offense,8.97643,78.060373,Rainy,1,0
2023-01-16 21:57:00,Thoothukudi South,Drug Offense,8.810357,78.125121,Cloudy,0,0
2022-01-02 06:30:00,Thoothukudi South,Theft,8.918736,78.103889,Stormy,1,0
